               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.030008,            0.011573,            0.019002,             0.75045,                0.95,             0.85307,             0.63821,            0.017368,           0.0049878,           0.0074081,           0.0068716,           0.0068716,           0.0068716
                 160,            0.030492,           0.0089018,            0.019943,             0.75045,                0.95,             0.85307,             0.63821,            0.017368,           0.0049878,           0.0074081,           0.0068518,           0.0068518,           0.0068518
                 161,            0.027639,           0.0092306,            0.019347,             0.93124,                0.95,             0.96545,             0.75088,             0.01753,           0.0049047,            0.007421,            0.006832,            0.006832,            0.006832
                 162,            0.031511,            0.012111,            0.015706,             0.93124,                0.95,             0.96545,             0.75088,             0.01753,           0.0049047,            0.007421,           0.0068122,           0.0068122,           0.0068122
                 163,            0.034378,            0.011373,            0.021507,              0.8393,                0.95,             0.95972,             0.69384,            0.013649,           0.0048508,           0.0073988,           0.0067924,           0.0067924,           0.0067924
                 164,            0.030912,           0.0081268,            0.018919,              0.8393,                0.95,             0.95972,             0.69384,            0.013649,           0.0048508,           0.0073988,           0.0067726,           0.0067726,           0.0067726
                 165,            0.028269,            0.010617,            0.017214,             0.90242,                 0.9,             0.93778,             0.62281,             0.01798,           0.0049783,           0.0074829,           0.0067528,           0.0067528,           0.0067528
                 166,            0.031547,           0.0097707,            0.019511,             0.90242,                 0.9,             0.93778,             0.62281,             0.01798,           0.0049783,           0.0074829,            0.006733,            0.006733,            0.006733
                 167,            0.032947,           0.0077004,            0.023793,             0.94601,                0.95,             0.95807,             0.61508,            0.016089,           0.0048057,           0.0078284,           0.0067132,           0.0067132,           0.0067132
                 168,            0.027404,           0.0077117,            0.024539,             0.94601,                0.95,             0.95807,             0.61508,            0.016089,           0.0048057,           0.0078284,           0.0066934,           0.0066934,           0.0066934
                 169,            0.027642,           0.0096607,            0.014889,             0.77344,             0.85979,             0.92091,             0.64994,            0.022552,           0.0048964,            0.008989,           0.0066736,           0.0066736,           0.0066736
                 170,            0.033045,            0.011051,            0.013739,             0.77344,             0.85979,             0.92091,             0.64994,            0.022552,           0.0048964,            0.008989,           0.0066538,           0.0066538,           0.0066538
                 171,             0.02988,           0.0081846,            0.016876,             0.93233,                0.85,              0.9178,             0.60895,            0.019433,           0.0048311,           0.0093236,            0.006634,            0.006634,            0.006634
                 172,            0.035388,           0.0084768,            0.017538,             0.93233,                0.85,              0.9178,             0.60895,            0.019433,           0.0048311,           0.0093236,           0.0066142,           0.0066142,           0.0066142
                 173,            0.034324,            0.012572,            0.019756,             0.93323,                0.85,             0.92187,             0.60583,            0.016012,           0.0047735,            0.010194,           0.0065944,           0.0065944,           0.0065944
                 174,             0.03298,           0.0098175,            0.016469,             0.93323,                0.85,             0.92187,             0.60583,            0.016012,           0.0047735,            0.010194,           0.0065746,           0.0065746,           0.0065746
                 175,            0.033136,            0.010447,             0.01641,             0.89729,                0.85,             0.90492,             0.60087,            0.018671,           0.0049714,            0.011031,           0.0065548,           0.0065548,           0.0065548
                 176,            0.033882,           0.0099875,            0.015478,             0.89729,                0.85,             0.90492,             0.60087,            0.018671,           0.0049714,            0.011031,            0.006535,            0.006535,            0.006535
                 177,            0.032664,           0.0096458,            0.014972,             0.74845,                0.85,             0.85338,             0.52985,             0.01807,           0.0048057,             0.01066,           0.0065152,           0.0065152,           0.0065152
                 178,            0.028498,           0.0088565,            0.016014,             0.74845,                0.85,             0.85338,             0.52985,             0.01807,           0.0048057,             0.01066,           0.0064954,           0.0064954,           0.0064954
                 179,             0.02676,            0.012301,            0.022708,             0.86531,             0.94198,             0.94652,             0.69202,            0.013581,           0.0046389,           0.0093279,           0.0064756,           0.0064756,           0.0064756
                 180,            0.033244,            0.010419,            0.019253,             0.86531,             0.94198,             0.94652,             0.69202,            0.013581,           0.0046389,           0.0093279,           0.0064558,           0.0064558,           0.0064558
                 181,            0.028855,            0.010118,            0.016415,             0.85314,              0.9424,             0.93389,             0.69275,            0.013786,           0.0046889,           0.0086792,            0.006436,            0.006436,            0.006436
                 182,            0.028322,           0.0085308,            0.015825,             0.85314,              0.9424,             0.93389,             0.69275,            0.013786,           0.0046889,           0.0086792,           0.0064162,           0.0064162,           0.0064162
                 183,            0.027866,           0.0092108,            0.019042,             0.92865,                0.95,             0.95864,              0.6863,             0.01466,            0.004526,           0.0080166,           0.0063964,           0.0063964,           0.0063964
                 184,            0.038344,            0.010798,            0.022479,             0.92865,                0.95,             0.95864,              0.6863,             0.01466,            0.004526,           0.0080166,           0.0063766,           0.0063766,           0.0063766
                 185,            0.034669,           0.0084573,            0.017003,             0.83716,                0.85,             0.91697,             0.59607,            0.018806,           0.0045882,           0.0088515,           0.0063568,           0.0063568,           0.0063568
                 186,            0.032905,            0.010359,            0.023223,             0.83716,                0.85,             0.91697,             0.59607,            0.018806,           0.0045882,           0.0088515,            0.006337,            0.006337,            0.006337
                 187,            0.030432,           0.0085292,            0.018274,             0.89625,                0.95,             0.94435,             0.73399,            0.013292,           0.0042364,           0.0085796,           0.0063172,           0.0063172,           0.0063172
                 188,            0.030002,           0.0094491,            0.012739,             0.89625,                0.95,             0.94435,             0.73399,            0.013292,           0.0042364,           0.0085796,           0.0062974,           0.0062974,           0.0062974
                 189,            0.034567,           0.0084344,            0.014569,             0.87979,             0.86565,             0.90444,              0.5575,            0.017401,           0.0042736,           0.0083115,           0.0062776,           0.0062776,           0.0062776
                 190,            0.030442,            0.010454,            0.013354,             0.87979,             0.86565,             0.90444,              0.5575,            0.017401,           0.0042736,           0.0083115,           0.0062578,           0.0062578,           0.0062578
                 191,            0.034222,           0.0091445,            0.021536,             0.94689,                0.95,             0.92755,             0.74399,            0.014478,           0.0042991,            0.007299,            0.006238,            0.006238,            0.006238
                 192,            0.032423,           0.0081586,            0.021711,             0.94689,                0.95,             0.92755,             0.74399,            0.014478,           0.0042991,            0.007299,           0.0062182,           0.0062182,           0.0062182
                 193,            0.036219,           0.0084094,            0.013842,             0.93967,                0.95,             0.92151,             0.43317,            0.022615,           0.0044724,           0.0072613,           0.0061984,           0.0061984,           0.0061984
                 194,            0.029591,           0.0095275,             0.01579,             0.93967,                0.95,             0.92151,             0.43317,            0.022615,           0.0044724,           0.0072613,           0.0061786,           0.0061786,           0.0061786
                 195,            0.028476,           0.0098042,            0.014474,             0.94601,                0.95,             0.93102,             0.61584,            0.013584,           0.0041303,           0.0070037,           0.0061588,           0.0061588,           0.0061588
                 196,            0.032195,           0.0090915,            0.012639,             0.94601,                0.95,             0.93102,             0.61584,            0.013584,           0.0041303,           0.0070037,            0.006139,            0.006139,            0.006139
                 197,            0.034418,            0.010252,            0.019871,             0.94503,                0.95,             0.94255,             0.74578,            0.013303,           0.0041281,             0.00689,           0.0061192,           0.0061192,           0.0061192
                 198,            0.029503,           0.0072154,            0.024082,             0.94503,                0.95,             0.94255,             0.74578,            0.013303,           0.0041281,             0.00689,           0.0060994,           0.0060994,           0.0060994
                 199,             0.03158,           0.0080428,            0.014894,             0.93015,                0.95,             0.93805,             0.69246,            0.014567,           0.0045038,           0.0068408,           0.0060796,           0.0060796,           0.0060796
                 200,            0.029669,            0.011076,            0.018695,             0.93015,                0.95,             0.93805,             0.69246,            0.014567,           0.0045038,           0.0068408,           0.0060598,           0.0060598,           0.0060598
                 201,            0.030687,            0.010641,             0.01652,             0.94363,                0.95,             0.94435,             0.59892,            0.017933,           0.0045901,           0.0068111,             0.00604,             0.00604,             0.00604
                 202,             0.03088,           0.0084615,            0.012788,             0.94363,                0.95,             0.94435,             0.59892,            0.017933,           0.0045901,           0.0068111,           0.0060202,           0.0060202,           0.0060202
                 203,            0.025687,           0.0079876,            0.016964,             0.92594,                0.95,             0.94859,             0.73777,            0.012902,           0.0042818,           0.0067841,           0.0060004,           0.0060004,           0.0060004
                 204,            0.026376,            0.011831,            0.023034,             0.92594,                0.95,             0.94859,             0.73777,            0.012902,           0.0042818,           0.0067841,           0.0059806,           0.0059806,           0.0059806
                 205,            0.023876,            0.011078,            0.026878,             0.94361,                0.95,             0.96261,             0.76386,            0.013431,           0.0042362,           0.0067132,           0.0059608,           0.0059608,           0.0059608
                 206,            0.021482,           0.0081538,            0.011838,             0.94361,                0.95,             0.96261,             0.76386,            0.013431,           0.0042362,           0.0067132,            0.005941,            0.005941,            0.005941
                 207,            0.024442,           0.0096342,            0.010889,              0.9254,                0.95,             0.96924,              0.7168,            0.014482,           0.0042746,           0.0066861,           0.0059212,           0.0059212,           0.0059212
                 208,            0.032792,           0.0077733,            0.010296,              0.9254,                0.95,             0.96924,              0.7168,            0.014482,           0.0042746,           0.0066861,           0.0059014,           0.0059014,           0.0059014
                 209,            0.034032,           0.0087922,            0.012568,             0.92493,                0.95,             0.96369,             0.75019,            0.013031,            0.004197,           0.0066696,           0.0058816,           0.0058816,           0.0058816
                 210,            0.027084,            0.011103,            0.015094,             0.92493,                0.95,             0.96369,             0.75019,            0.013031,            0.004197,           0.0066696,           0.0058618,           0.0058618,           0.0058618
                 211,            0.027612,           0.0089931,            0.013844,             0.94277,                0.95,             0.96716,             0.68383,            0.017519,            0.004607,           0.0066671,            0.005842,            0.005842,            0.005842
                 212,            0.030772,            0.010555,            0.012777,             0.94277,                0.95,             0.96716,             0.68383,            0.017519,            0.004607,           0.0066671,           0.0058222,           0.0058222,           0.0058222
                 213,            0.027231,           0.0090373,            0.012875,             0.94028,                0.95,             0.96532,             0.62733,            0.014677,           0.0041429,           0.0066531,           0.0058024,           0.0058024,           0.0058024
                 214,            0.026182,            0.008632,             0.01773,             0.94028,                0.95,             0.96532,             0.62733,            0.014677,           0.0041429,           0.0066531,           0.0057826,           0.0057826,           0.0057826
                 215,             0.02879,            0.011707,            0.022468,             0.94423,                0.95,             0.96222,             0.70226,            0.012312,           0.0039409,            0.006578,           0.0057628,           0.0057628,           0.0057628
                 216,            0.029828,           0.0076068,            0.011232,             0.94423,                0.95,             0.96222,             0.70226,            0.012312,           0.0039409,            0.006578,            0.005743,            0.005743,            0.005743
                 217,            0.028551,            0.011208,            0.017001,             0.93028,                0.95,             0.96545,             0.74536,            0.014595,           0.0040231,           0.0065293,           0.0057232,           0.0057232,           0.0057232
                 218,            0.032001,           0.0078743,            0.023494,             0.93028,                0.95,             0.96545,             0.74536,            0.014595,           0.0040231,           0.0065293,           0.0057034,           0.0057034,           0.0057034
                 219,            0.029654,           0.0096894,            0.010794,             0.94354,                0.95,             0.97617,             0.74179,            0.013294,           0.0039344,           0.0064798,           0.0056836,           0.0056836,           0.0056836
                 220,            0.024515,           0.0082843,             0.01593,             0.94354,                0.95,             0.97617,             0.74179,            0.013294,           0.0039344,           0.0064798,           0.0056638,           0.0056638,           0.0056638
                 221,             0.02186,           0.0071131,            0.015601,              0.8804,                0.95,             0.96823,             0.57176,             0.01876,           0.0042826,           0.0064543,            0.005644,            0.005644,            0.005644
                 222,            0.029311,           0.0089762,            0.018481,              0.8804,                0.95,             0.96823,             0.57176,             0.01876,           0.0042826,           0.0064543,           0.0056242,           0.0056242,           0.0056242
                 223,            0.031749,            0.010075,            0.017097,             0.93965,                0.95,             0.97379,             0.78926,            0.013121,           0.0038619,           0.0064105,           0.0056044,           0.0056044,           0.0056044
                 224,             0.02954,           0.0075802,            0.015852,             0.93965,                0.95,             0.97379,             0.78926,            0.013121,           0.0038619,           0.0064105,           0.0055846,           0.0055846,           0.0055846
                 225,             0.02871,           0.0091677,            0.014825,             0.93862,                0.95,             0.97833,             0.53246,             0.02017,           0.0042894,           0.0063221,           0.0055648,           0.0055648,           0.0055648
                 226,            0.029271,           0.0096201,            0.013567,             0.93862,                0.95,             0.97833,             0.53246,             0.02017,           0.0042894,           0.0063221,            0.005545,            0.005545,            0.005545
                 227,            0.032974,           0.0084933,            0.023345,              0.9582,                 0.9,              0.9717,             0.76717,            0.014806,           0.0038964,            0.006236,           0.0055252,           0.0055252,           0.0055252
                 228,            0.027468,           0.0087733,            0.015271,              0.9582,                 0.9,              0.9717,             0.76717,            0.014806,           0.0038964,            0.006236,           0.0055054,           0.0055054,           0.0055054
                 229,             0.02846,            0.010116,            0.012219,              0.9159,             0.91325,             0.96987,             0.73805,            0.017276,           0.0040275,           0.0063196,           0.0054856,           0.0054856,           0.0054856
                 230,            0.027834,           0.0081739,            0.023719,              0.9159,             0.91325,             0.96987,             0.73805,            0.017276,           0.0040275,           0.0063196,           0.0054658,           0.0054658,           0.0054658
                 231,            0.030597,           0.0087946,            0.022214,             0.92504,             0.91877,             0.96987,              0.6485,             0.01473,           0.0040163,           0.0062827,            0.005446,            0.005446,            0.005446
                 232,            0.028057,           0.0090588,            0.020157,             0.92504,             0.91877,             0.96987,              0.6485,             0.01473,           0.0040163,           0.0062827,           0.0054262,           0.0054262,           0.0054262
                 233,            0.025905,           0.0079459,            0.020186,             0.92243,             0.99622,             0.99045,             0.74528,            0.012961,           0.0037908,           0.0062207,           0.0054064,           0.0054064,           0.0054064
                 234,            0.027875,            0.011032,            0.021231,             0.92243,             0.99622,             0.99045,             0.74528,            0.012961,           0.0037908,           0.0062207,           0.0053866,           0.0053866,           0.0053866
                 235,             0.02571,            0.010431,            0.015936,             0.92311,             0.99617,             0.98591,             0.67488,            0.015716,           0.0040516,           0.0061297,           0.0053668,           0.0053668,           0.0053668
                 236,            0.023166,           0.0085248,            0.011901,             0.92311,             0.99617,             0.98591,             0.67488,            0.015716,           0.0040516,           0.0061297,            0.005347,            0.005347,            0.005347
                 237,            0.027199,           0.0078803,            0.017077,             0.92071,             0.99354,             0.98136,             0.68027,            0.016063,           0.0039081,           0.0061857,           0.0053272,           0.0053272,           0.0053272
                 238,            0.027082,           0.0088213,            0.012597,             0.92071,             0.99354,             0.98136,             0.68027,            0.016063,           0.0039081,           0.0061857,           0.0053074,           0.0053074,           0.0053074
                 239,            0.026583,           0.0091908,            0.013307,             0.94741,                0.95,             0.96528,             0.77488,            0.010614,           0.0037673,           0.0062789,           0.0052876,           0.0052876,           0.0052876
                 240,            0.024839,           0.0068396,            0.010768,             0.94741,                0.95,             0.96528,             0.77488,            0.010614,           0.0037673,           0.0062789,           0.0052678,           0.0052678,           0.0052678
                 241,             0.02376,           0.0077211,            0.011627,             0.79683,                0.95,             0.92278,             0.63351,            0.017792,           0.0040926,           0.0062604,            0.005248,            0.005248,            0.005248
                 242,              0.0277,           0.0099611,            0.013408,             0.79683,                0.95,             0.92278,             0.63351,            0.017792,           0.0040926,           0.0062604,           0.0052282,           0.0052282,           0.0052282
                 243,            0.028708,           0.0084189,           0.0098489,             0.93035,                0.95,             0.94727,             0.75407,            0.013018,           0.0039204,           0.0062842,           0.0052084,           0.0052084,           0.0052084
                 244,            0.028976,           0.0075974,            0.036414,             0.93035,                0.95,             0.94727,             0.75407,            0.013018,           0.0039204,           0.0062842,           0.0051886,           0.0051886,           0.0051886
                 245,            0.025273,           0.0074193,            0.015016,             0.92386,                0.95,             0.94859,             0.59421,            0.018938,           0.0042924,           0.0063263,           0.0051688,           0.0051688,           0.0051688
                 246,            0.025482,           0.0074723,            0.012752,             0.92386,                0.95,             0.94859,             0.59421,            0.018938,           0.0042924,           0.0063263,            0.005149,            0.005149,            0.005149
                 247,            0.025294,            0.007878,           0.0088836,             0.94746,                0.95,             0.95352,             0.78216,            0.010929,           0.0038975,           0.0063893,           0.0051292,           0.0051292,           0.0051292
                 248,             0.02763,           0.0074014,            0.018197,             0.94746,                0.95,             0.95352,             0.78216,            0.010929,           0.0038975,           0.0063893,           0.0051094,           0.0051094,           0.0051094
                 249,            0.024345,           0.0066378,            0.013392,             0.94502,                0.95,             0.95352,             0.60115,            0.016006,           0.0040807,           0.0064012,           0.0050896,           0.0050896,           0.0050896
                 250,            0.030683,            0.010357,            0.017452,             0.94502,                0.95,             0.95352,             0.60115,            0.016006,           0.0040807,           0.0064012,           0.0050698,           0.0050698,           0.0050698
                 251,            0.028985,           0.0082323,            0.016964,             0.94483,                0.95,             0.95168,             0.80764,            0.010164,           0.0037031,           0.0063533,             0.00505,             0.00505,             0.00505
                 252,            0.026214,            0.011558,            0.015055,             0.94483,                0.95,             0.95168,             0.80764,            0.010164,           0.0037031,           0.0063533,           0.0050302,           0.0050302,           0.0050302
                 253,            0.021802,           0.0094821,             0.02226,             0.94625,                0.95,             0.96532,             0.54761,            0.016356,           0.0038946,           0.0063245,           0.0050104,           0.0050104,           0.0050104
                 254,            0.024183,           0.0078097,            0.014155,             0.94625,                0.95,             0.96532,             0.54761,            0.016356,           0.0038946,           0.0063245,           0.0049906,           0.0049906,           0.0049906
                 255,            0.028202,           0.0090912,            0.023221,             0.80801,                0.95,             0.95124,              0.6253,            0.014138,           0.0038976,           0.0063398,           0.0049708,           0.0049708,           0.0049708
                 256,            0.028069,             0.01012,            0.012396,             0.80801,                0.95,             0.95124,              0.6253,            0.014138,           0.0038976,           0.0063398,            0.004951,            0.004951,            0.004951
                 257,            0.027253,            0.011546,            0.019756,             0.94289,                0.95,             0.97617,             0.70785,            0.012015,           0.0036916,           0.0063025,           0.0049312,           0.0049312,           0.0049312
                 258,            0.025392,           0.0075934,            0.014421,             0.94289,                0.95,             0.97617,             0.70785,            0.012015,           0.0036916,           0.0063025,           0.0049114,           0.0049114,           0.0049114
                 259,              0.0239,           0.0081433,           0.0097372,             0.94341,                0.95,             0.97617,             0.79733,            0.011087,           0.0036916,           0.0062594,           0.0048916,           0.0048916,           0.0048916
                 260,            0.025175,           0.0079265,            0.013974,             0.94341,                0.95,             0.97617,             0.79733,            0.011087,           0.0036916,           0.0062594,           0.0048718,           0.0048718,           0.0048718
                 261,            0.020421,           0.0080978,            0.010691,             0.94386,                0.95,             0.97892,             0.69078,            0.012199,           0.0037528,           0.0061793,            0.004852,            0.004852,            0.004852
                 262,            0.024186,           0.0077721,            0.024033,             0.94386,                0.95,             0.97892,             0.69078,            0.012199,           0.0037528,           0.0061793,           0.0048322,           0.0048322,           0.0048322
                 263,            0.028385,           0.0073345,            0.020395,             0.93844,                0.95,             0.98212,             0.58901,            0.015021,           0.0038571,           0.0061371,           0.0048124,           0.0048124,           0.0048124
                 264,            0.031761,           0.0075271,             0.01704,             0.93844,                0.95,             0.98212,             0.58901,            0.015021,           0.0038571,           0.0061371,           0.0047926,           0.0047926,           0.0047926
                 265,            0.029596,           0.0088668,            0.012266,             0.93131,                0.95,             0.97892,             0.76443,            0.010823,           0.0035591,           0.0062813,           0.0047728,           0.0047728,           0.0047728
                 266,            0.024851,           0.0078735,            0.015483,             0.93131,                0.95,             0.97892,             0.76443,            0.010823,           0.0035591,           0.0062813,            0.004753,            0.004753,            0.004753
                 267,            0.023763,           0.0088153,            0.017695,             0.93447,                0.95,             0.98212,              0.6465,            0.013611,           0.0036426,           0.0061239,           0.0047332,           0.0047332,           0.0047332
                 268,            0.023675,           0.0086982,            0.014516,             0.93447,                0.95,             0.98212,              0.6465,            0.013611,           0.0036426,           0.0061239,           0.0047134,           0.0047134,           0.0047134
                 269,            0.025442,           0.0084416,            0.018426,             0.94115,                0.95,             0.98212,             0.65051,            0.013918,           0.0037806,           0.0059069,           0.0046936,           0.0046936,           0.0046936
                 270,            0.026551,           0.0091981,            0.011247,             0.94115,                0.95,             0.98212,             0.65051,            0.013918,           0.0037806,           0.0059069,           0.0046738,           0.0046738,           0.0046738
                 271,            0.026425,           0.0083677,            0.012939,             0.94406,                0.95,             0.98136,             0.80977,            0.010653,           0.0034424,           0.0058931,            0.004654,            0.004654,            0.004654
                 272,            0.021397,            0.010887,            0.010877,             0.94406,                0.95,             0.98136,             0.80977,            0.010653,           0.0034424,           0.0058931,           0.0046342,           0.0046342,           0.0046342
                 273,            0.024939,           0.0083857,            0.011667,             0.94339,                0.95,             0.97758,             0.59661,            0.017523,           0.0040166,           0.0059009,           0.0046144,           0.0046144,           0.0046144
                 274,            0.025739,           0.0079809,            0.012926,             0.94339,                0.95,             0.97758,             0.59661,            0.017523,           0.0040166,           0.0059009,           0.0045946,           0.0045946,           0.0045946
                 275,            0.030813,           0.0084128,           0.0097091,             0.94763,                0.95,             0.98212,             0.78304,              0.0123,           0.0036331,           0.0059175,           0.0045748,           0.0045748,           0.0045748
                 276,            0.023014,           0.0093625,              0.0103,             0.94763,                0.95,             0.98212,             0.78304,              0.0123,           0.0036331,           0.0059175,            0.004555,            0.004555,            0.004555
                 277,            0.025802,           0.0079887,            0.018641,             0.90054,                0.95,             0.97437,             0.63842,            0.016282,           0.0039069,           0.0060448,           0.0045352,           0.0045352,           0.0045352
                 278,            0.021564,           0.0078523,            0.020541,             0.90054,                0.95,             0.97437,             0.63842,            0.016282,           0.0039069,           0.0060448,           0.0045154,           0.0045154,           0.0045154
                 279,             0.01931,           0.0068357,            0.009916,             0.94716,                0.95,             0.97758,             0.83423,           0.0091076,           0.0034797,           0.0061195,           0.0044956,           0.0044956,           0.0044956
                 280,            0.017176,           0.0083132,            0.009061,             0.94716,                0.95,             0.97758,             0.83423,           0.0091076,           0.0034797,           0.0061195,           0.0044758,           0.0044758,           0.0044758
                 281,            0.021018,           0.0090828,            0.011911,             0.94697,                0.95,             0.97303,             0.80699,             0.01219,           0.0036791,           0.0061799,            0.004456,            0.004456,            0.004456
                 282,            0.026397,           0.0078256,            0.012314,             0.94697,                0.95,             0.97303,             0.80699,             0.01219,           0.0036791,           0.0061799,           0.0044362,           0.0044362,           0.0044362
                 283,            0.022823,           0.0073734,            0.011297,             0.94589,                0.95,             0.96983,             0.62405,            0.016995,           0.0038869,           0.0063476,           0.0044164,           0.0044164,           0.0044164
                 284,            0.027887,            0.012042,            0.014892,             0.94589,                0.95,             0.96983,             0.62405,            0.016995,           0.0038869,           0.0063476,           0.0043966,           0.0043966,           0.0043966
                 285,            0.028131,           0.0092663,            0.012602,             0.94542,                0.95,             0.97303,             0.75621,            0.015232,           0.0040566,           0.0064165,           0.0043768,           0.0043768,           0.0043768
                 286,            0.025665,           0.0084342,            0.014112,             0.94542,                0.95,             0.97303,             0.75621,            0.015232,           0.0040566,           0.0064165,            0.004357,            0.004357,            0.004357
                 287,            0.026611,           0.0084983,            0.018901,             0.94518,                0.95,             0.97303,             0.78157,            0.011874,           0.0037311,           0.0064022,           0.0043372,           0.0043372,           0.0043372
                 288,            0.021515,           0.0078405,            0.011766,             0.94518,                0.95,             0.97303,             0.78157,            0.011874,           0.0037311,           0.0064022,           0.0043174,           0.0043174,           0.0043174
                 289,            0.027059,           0.0081491,            0.019336,             0.94502,                0.95,             0.97682,             0.78418,             0.01031,           0.0037433,           0.0064022,           0.0042976,           0.0042976,           0.0042976
                 290,            0.021266,           0.0062309,            0.013242,             0.94502,                0.95,             0.97682,             0.78418,             0.01031,           0.0037433,           0.0064022,           0.0042778,           0.0042778,           0.0042778
                 291,            0.020154,             0.01087,            0.013879,             0.91958,             0.99392,             0.98136,             0.79317,            0.012476,           0.0039123,            0.006161,            0.004258,            0.004258,            0.004258
                 292,            0.029812,           0.0087315,            0.020902,             0.91958,             0.99392,             0.98136,             0.79317,            0.012476,           0.0039123,            0.006161,           0.0042382,           0.0042382,           0.0042382
                 293,            0.022108,           0.0076571,           0.0093188,             0.91963,             0.99381,             0.99045,             0.73768,            0.012387,           0.0038655,           0.0060977,           0.0042184,           0.0042184,           0.0042184
                 294,            0.026226,           0.0096957,            0.011643,             0.91963,             0.99381,             0.99045,             0.73768,            0.012387,           0.0038655,           0.0060977,           0.0041986,           0.0041986,           0.0041986
                 295,            0.023927,           0.0078481,            0.012432,             0.93096,             0.99511,               0.995,             0.76941,             0.01002,           0.0036673,           0.0058711,           0.0041788,           0.0041788,           0.0041788
                 296,            0.022325,           0.0092168,            0.012577,             0.93096,             0.99511,               0.995,             0.76941,             0.01002,           0.0036673,           0.0058711,            0.004159,            0.004159,            0.004159
                 297,            0.019818,           0.0089537,            0.011646,             0.94292,             0.99367,             0.99045,             0.85125,           0.0095466,           0.0035793,           0.0060043,           0.0041392,           0.0041392,           0.0041392
                 298,             0.02477,           0.0083993,            0.017016,             0.94292,             0.99367,             0.99045,             0.85125,           0.0095466,           0.0035793,           0.0060043,           0.0041194,           0.0041194,           0.0041194
                 299,            0.024256,            0.007208,            0.025852,             0.93545,             0.99494,             0.99045,             0.81832,           0.0093691,           0.0034829,           0.0058659,           0.0040996,           0.0040996,           0.0040996
                 300,            0.022218,           0.0068207,            0.018599,             0.93545,             0.99494,             0.99045,             0.81832,           0.0093691,           0.0034829,           0.0058659,           0.0040798,           0.0040798,           0.0040798
                 301,            0.021591,           0.0074528,            0.016888,             0.92729,                0.95,             0.98591,             0.89118,           0.0090282,           0.0034738,           0.0058107,             0.00406,             0.00406,             0.00406
                 302,            0.018483,           0.0090615,            0.016687,             0.92729,                0.95,             0.98591,             0.89118,           0.0090282,           0.0034738,           0.0058107,           0.0040402,           0.0040402,           0.0040402
                 303,            0.023102,           0.0068091,            0.018287,             0.92574,                0.95,             0.98212,             0.85872,           0.0088339,           0.0034465,           0.0056129,           0.0040204,           0.0040204,           0.0040204
                 304,            0.021611,           0.0086438,            0.016011,             0.92574,                0.95,             0.98212,             0.85872,           0.0088339,           0.0034465,           0.0056129,           0.0040006,           0.0040006,           0.0040006
                 305,            0.020314,           0.0082325,            0.010017,             0.98758,             0.88793,             0.98212,             0.86645,           0.0096108,           0.0034584,           0.0056073,           0.0039808,           0.0039808,           0.0039808
                 306,            0.023368,           0.0076491,            0.012402,             0.98758,             0.88793,             0.98212,             0.86645,           0.0096108,           0.0034584,           0.0056073,            0.003961,            0.003961,            0.003961
                 307,            0.018975,           0.0067457,            0.010293,              0.9903,             0.88624,             0.98212,             0.62916,            0.013087,           0.0036187,           0.0055064,           0.0039412,           0.0039412,           0.0039412
                 308,            0.024488,           0.0072674,             0.01295,              0.9903,             0.88624,             0.98212,             0.62916,            0.013087,           0.0036187,           0.0055064,           0.0039214,           0.0039214,           0.0039214
                 309,            0.025018,           0.0080929,            0.015089,             0.94272,                0.95,             0.98591,             0.78218,            0.011107,           0.0034976,           0.0054437,           0.0039016,           0.0039016,           0.0039016
                 310,            0.016764,           0.0061033,            0.014621,             0.94272,                0.95,             0.98591,             0.78218,            0.011107,           0.0034976,           0.0054437,           0.0038818,           0.0038818,           0.0038818
                 311,            0.021855,           0.0072005,            0.011147,             0.94528,                0.95,             0.98591,             0.81838,           0.0097623,           0.0034154,           0.0055477,            0.003862,            0.003862,            0.003862
                 312,             0.02015,           0.0067177,            0.012626,             0.94528,                0.95,             0.98591,             0.81838,           0.0097623,           0.0034154,           0.0055477,           0.0038422,           0.0038422,           0.0038422
                 313,             0.02317,           0.0078739,            0.021197,             0.94684,                0.95,             0.98212,             0.74406,            0.011174,           0.0036459,           0.0057843,           0.0038224,           0.0038224,           0.0038224
                 314,            0.021868,           0.0095877,             0.01661,             0.94684,                0.95,             0.98212,             0.74406,            0.011174,           0.0036459,           0.0057843,           0.0038026,           0.0038026,           0.0038026
                 315,             0.01994,           0.0074814,            0.012077,             0.94824,                0.95,             0.97617,             0.74137,            0.011632,           0.0034599,           0.0059592,           0.0037828,           0.0037828,           0.0037828
                 316,            0.025037,           0.0092441,            0.019177,             0.94824,                0.95,             0.97617,             0.74137,            0.011632,           0.0034599,           0.0059592,            0.003763,            0.003763,            0.003763
                 317,            0.025819,            0.010514,             0.01842,             0.94802,                0.95,             0.97617,              0.8034,            0.010698,           0.0034483,           0.0059618,           0.0037432,           0.0037432,           0.0037432
                 318,            0.018512,           0.0087653,           0.0092024,             0.94802,                0.95,             0.97617,              0.8034,            0.010698,           0.0034483,           0.0059618,           0.0037234,           0.0037234,           0.0037234
