               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 319,            0.019059,            0.010394,           0.0090895,             0.94874,                0.95,             0.97379,             0.77442,            0.009904,           0.0033811,           0.0060805,           0.0037036,           0.0037036,           0.0037036
                 320,            0.021734,           0.0086748,            0.011964,             0.94874,                0.95,             0.97379,             0.77442,            0.009904,           0.0033811,           0.0060805,           0.0036838,           0.0036838,           0.0036838
                 321,            0.020085,           0.0093533,            0.014307,             0.94873,                0.95,             0.97379,             0.79949,           0.0088009,           0.0033044,           0.0061672,            0.003664,            0.003664,            0.003664
                 322,            0.020911,           0.0081798,            0.014273,             0.94873,                0.95,             0.97379,             0.79949,           0.0088009,           0.0033044,           0.0061672,           0.0036442,           0.0036442,           0.0036442
                 323,            0.015957,           0.0060489,           0.0071061,             0.94864,                0.95,             0.97379,                0.85,           0.0081903,           0.0033114,            0.006182,           0.0036244,           0.0036244,           0.0036244
                 324,            0.020663,           0.0068733,            0.018397,             0.94864,                0.95,             0.97379,                0.85,           0.0081903,           0.0033114,            0.006182,           0.0036046,           0.0036046,           0.0036046
                 325,            0.017638,            0.008725,           0.0095746,             0.94904,                0.95,             0.97379,             0.71845,            0.012825,           0.0035126,           0.0061876,           0.0035848,           0.0035848,           0.0035848
                 326,            0.025531,           0.0073214,             0.01748,             0.94904,                0.95,             0.97379,             0.71845,            0.012825,           0.0035126,           0.0061876,            0.003565,            0.003565,            0.003565
                 327,            0.024284,           0.0084427,            0.010523,             0.94859,                0.95,             0.97379,             0.78673,            0.010572,           0.0034628,           0.0062107,           0.0035452,           0.0035452,           0.0035452
                 328,            0.022236,           0.0086014,            0.011471,             0.94859,                0.95,             0.97379,             0.78673,            0.010572,           0.0034628,           0.0062107,           0.0035254,           0.0035254,           0.0035254
                 329,            0.021823,           0.0073096,            0.016278,             0.94855,                0.95,             0.97379,             0.85331,            0.009926,            0.003287,           0.0060653,           0.0035056,           0.0035056,           0.0035056
                 330,            0.023143,            0.006865,            0.013093,             0.94855,                0.95,             0.97379,             0.85331,            0.009926,            0.003287,           0.0060653,           0.0034858,           0.0034858,           0.0034858
                 331,            0.025437,            0.006477,            0.013541,             0.94893,                0.95,             0.97379,             0.78592,            0.010295,           0.0033547,           0.0060749,            0.003466,            0.003466,            0.003466
                 332,            0.023587,            0.010049,            0.014873,             0.94893,                0.95,             0.97379,             0.78592,            0.010295,           0.0033547,           0.0060749,           0.0034462,           0.0034462,           0.0034462
                 333,            0.019182,           0.0088453,           0.0083136,             0.94813,                0.95,             0.97379,             0.80627,           0.0094187,           0.0033255,           0.0060271,           0.0034264,           0.0034264,           0.0034264
                 334,            0.014565,           0.0054855,            0.014401,             0.94813,                0.95,             0.97379,             0.80627,           0.0094187,           0.0033255,           0.0060271,           0.0034066,           0.0034066,           0.0034066
                 335,            0.022583,           0.0072657,            0.012267,             0.94871,                0.95,             0.98591,              0.8829,           0.0080076,           0.0031703,           0.0057738,           0.0033868,           0.0033868,           0.0033868
                 336,            0.025492,           0.0091038,            0.016313,             0.94871,                0.95,             0.98591,              0.8829,           0.0080076,           0.0031703,           0.0057738,            0.003367,            0.003367,            0.003367
                 337,            0.022388,           0.0062027,            0.012276,             0.94787,                0.95,             0.98591,             0.85333,           0.0084615,            0.003154,           0.0053864,           0.0033472,           0.0033472,           0.0033472
                 338,            0.019925,           0.0091055,            0.016491,             0.94787,                0.95,             0.98591,             0.85333,           0.0084615,            0.003154,           0.0053864,           0.0033274,           0.0033274,           0.0033274
                 339,            0.020119,           0.0070398,           0.0095374,             0.92163,             0.99649,             0.99045,             0.82079,            0.010089,           0.0033004,           0.0049879,           0.0033076,           0.0033076,           0.0033076
                 340,            0.021807,           0.0094732,            0.011953,             0.92163,             0.99649,             0.99045,             0.82079,            0.010089,           0.0033004,           0.0049879,           0.0032878,           0.0032878,           0.0032878
                 341,            0.021825,            0.011326,            0.016311,             0.92661,             0.99619,             0.99045,             0.80898,           0.0091135,           0.0032122,           0.0047306,            0.003268,            0.003268,            0.003268
                 342,            0.020653,           0.0079618,            0.016008,             0.92661,             0.99619,             0.99045,             0.80898,           0.0091135,           0.0032122,           0.0047306,           0.0032482,           0.0032482,           0.0032482
                 343,            0.021899,           0.0082605,            0.010408,                   1,              0.9507,               0.995,             0.88529,           0.0085696,           0.0032251,           0.0044924,           0.0032284,           0.0032284,           0.0032284
                 344,            0.024342,            0.010666,            0.016472,                   1,              0.9507,               0.995,             0.88529,           0.0085696,           0.0032251,           0.0044924,           0.0032086,           0.0032086,           0.0032086
                 345,            0.024842,           0.0096285,            0.015369,                   1,             0.94985,               0.995,              0.8224,           0.0093466,           0.0033201,           0.0044321,           0.0031888,           0.0031888,           0.0031888
                 346,            0.020352,           0.0096373,            0.010135,                   1,             0.94985,               0.995,              0.8224,           0.0093466,           0.0033201,           0.0044321,            0.003169,            0.003169,            0.003169
                 347,            0.020559,           0.0086863,            0.014692,                   1,               0.955,               0.995,             0.89127,           0.0084291,           0.0031925,           0.0042898,           0.0031492,           0.0031492,           0.0031492
                 348,             0.02161,           0.0072326,           0.0098743,                   1,               0.955,               0.995,             0.89127,           0.0084291,           0.0031925,           0.0042898,           0.0031294,           0.0031294,           0.0031294
                 349,            0.022912,           0.0082753,            0.019359,                   1,             0.96901,               0.995,             0.83606,            0.008542,           0.0033367,           0.0041978,           0.0031096,           0.0031096,           0.0031096
                 350,            0.019941,           0.0073741,            0.018162,                   1,             0.96901,               0.995,             0.83606,            0.008542,           0.0033367,           0.0041978,           0.0030898,           0.0030898,           0.0030898
                 351,            0.015308,           0.0066229,           0.0066267,             0.99871,             0.97717,               0.995,             0.86894,           0.0074108,             0.00323,           0.0041625,             0.00307,             0.00307,             0.00307
                 352,            0.022146,           0.0068398,            0.013098,             0.99871,             0.97717,               0.995,             0.86894,           0.0074108,             0.00323,           0.0041625,           0.0030502,           0.0030502,           0.0030502
                 353,            0.020621,            0.008603,           0.0091617,             0.99303,             0.97317,               0.995,             0.81488,            0.011571,           0.0034397,            0.004085,           0.0030304,           0.0030304,           0.0030304
                 354,            0.021991,           0.0087971,             0.01062,             0.99303,             0.97317,               0.995,             0.81488,            0.011571,           0.0034397,            0.004085,           0.0030106,           0.0030106,           0.0030106
                 355,            0.020598,           0.0085398,            0.009004,             0.99143,             0.96701,               0.995,             0.86104,           0.0089896,           0.0033095,           0.0040298,           0.0029908,           0.0029908,           0.0029908
                 356,            0.018065,           0.0079232,            0.010186,             0.99143,             0.96701,               0.995,             0.86104,           0.0089896,           0.0033095,           0.0040298,            0.002971,            0.002971,            0.002971
                 357,            0.021899,           0.0087336,            0.013813,             0.99261,             0.95911,               0.995,             0.76635,            0.012424,           0.0035648,           0.0041365,           0.0029512,           0.0029512,           0.0029512
                 358,            0.019489,           0.0076801,           0.0076705,             0.99261,             0.95911,               0.995,             0.76635,            0.012424,           0.0035648,           0.0041365,           0.0029314,           0.0029314,           0.0029314
                 359,            0.024334,           0.0099112,            0.012065,             0.99228,              0.9575,               0.995,             0.84505,           0.0085301,           0.0034559,           0.0042019,           0.0029116,           0.0029116,           0.0029116
                 360,            0.023653,           0.0084433,           0.0099546,             0.99228,              0.9575,               0.995,             0.84505,           0.0085301,           0.0034559,           0.0042019,           0.0028918,           0.0028918,           0.0028918
                 361,            0.023319,            0.010874,            0.015248,             0.98384,             0.95494,               0.995,             0.84425,            0.011211,           0.0036315,           0.0045185,            0.002872,            0.002872,            0.002872
                 362,            0.013937,           0.0064624,            0.014592,             0.98384,             0.95494,               0.995,             0.84425,            0.011211,           0.0036315,           0.0045185,           0.0028522,           0.0028522,           0.0028522
                 363,            0.016321,            0.007286,           0.0096109,             0.98175,             0.95401,               0.995,             0.90534,           0.0084246,           0.0033616,           0.0046371,           0.0028324,           0.0028324,           0.0028324
                 364,            0.021847,            0.004927,           0.0083677,             0.98175,             0.95401,               0.995,             0.90534,           0.0084246,           0.0033616,           0.0046371,           0.0028126,           0.0028126,           0.0028126
                 365,            0.017219,           0.0073104,           0.0096544,             0.97383,             0.95344,               0.995,             0.85686,           0.0093516,           0.0034012,            0.004815,           0.0027928,           0.0027928,           0.0027928
                 366,            0.019752,           0.0078375,           0.0096239,             0.97383,             0.95344,               0.995,             0.85686,           0.0093516,           0.0034012,            0.004815,            0.002773,            0.002773,            0.002773
                 367,            0.025337,           0.0070245,            0.011455,             0.98389,             0.95366,               0.995,             0.90195,           0.0076891,           0.0032448,           0.0048101,           0.0027532,           0.0027532,           0.0027532
                 368,            0.017849,           0.0067242,            0.012763,             0.98389,             0.95366,               0.995,             0.90195,           0.0076891,           0.0032448,           0.0048101,           0.0027334,           0.0027334,           0.0027334
                 369,            0.017046,           0.0062343,            0.016921,             0.99479,             0.95609,               0.995,             0.88176,           0.0084075,           0.0032481,           0.0042024,           0.0027136,           0.0027136,           0.0027136
                 370,            0.024781,            0.010398,            0.012018,             0.99479,             0.95609,               0.995,             0.88176,           0.0084075,           0.0032481,           0.0042024,           0.0026938,           0.0026938,           0.0026938
                 371,            0.019537,           0.0097605,            0.012854,             0.99054,             0.95827,               0.995,              0.8985,           0.0081347,           0.0031626,            0.004012,            0.002674,            0.002674,            0.002674
                 372,            0.016338,           0.0056588,            0.015294,             0.99054,             0.95827,               0.995,              0.8985,           0.0081347,           0.0031626,            0.004012,           0.0026542,           0.0026542,           0.0026542
                 373,            0.022009,           0.0081634,            0.019582,             0.99096,             0.96521,               0.995,             0.89248,           0.0077454,           0.0031346,           0.0038771,           0.0026344,           0.0026344,           0.0026344
                 374,             0.01285,           0.0051277,           0.0068727,             0.99096,             0.96521,               0.995,             0.89248,           0.0077454,           0.0031346,           0.0038771,           0.0026146,           0.0026146,           0.0026146
                 375,            0.024928,           0.0074264,            0.015968,             0.99189,             0.97499,               0.995,             0.91965,           0.0082908,           0.0031739,           0.0038604,           0.0025948,           0.0025948,           0.0025948
                 376,            0.018444,           0.0061252,            0.020052,             0.99189,             0.97499,               0.995,             0.91965,           0.0082908,           0.0031739,           0.0038604,            0.002575,            0.002575,            0.002575
                 377,            0.016562,           0.0078378,            0.010877,             0.99225,             0.97503,               0.995,               0.898,            0.010019,           0.0032521,           0.0037835,           0.0025552,           0.0025552,           0.0025552
                 378,            0.019166,           0.0083728,           0.0067781,             0.99225,             0.97503,               0.995,               0.898,            0.010019,           0.0032521,           0.0037835,           0.0025354,           0.0025354,           0.0025354
                 379,            0.019711,           0.0082433,           0.0099701,             0.99108,             0.96285,               0.995,             0.87161,           0.0082999,           0.0032344,           0.0037668,           0.0025156,           0.0025156,           0.0025156
                 380,            0.016532,           0.0076069,            0.010407,             0.99108,             0.96285,               0.995,             0.87161,           0.0082999,           0.0032344,           0.0037668,           0.0024958,           0.0024958,           0.0024958
                 381,            0.021661,           0.0074417,            0.024581,             0.98976,             0.95867,               0.995,             0.84464,           0.0098925,           0.0032942,           0.0038215,            0.002476,            0.002476,            0.002476
                 382,            0.021182,           0.0096474,            0.017284,             0.98976,             0.95867,               0.995,             0.84464,           0.0098925,           0.0032942,           0.0038215,           0.0024562,           0.0024562,           0.0024562
                 383,            0.021684,           0.0075065,            0.015031,             0.98871,             0.95787,               0.995,              0.9011,           0.0080455,           0.0030823,           0.0039148,           0.0024364,           0.0024364,           0.0024364
                 384,            0.019592,           0.0099415,            0.013054,             0.98871,             0.95787,               0.995,              0.9011,           0.0080455,           0.0030823,           0.0039148,           0.0024166,           0.0024166,           0.0024166
                 385,             0.02036,           0.0085138,            0.015587,             0.98595,             0.95642,               0.995,             0.87373,           0.0075793,           0.0030486,           0.0041756,           0.0023968,           0.0023968,           0.0023968
                 386,            0.018802,           0.0079725,            0.014643,             0.98595,             0.95642,               0.995,             0.87373,           0.0075793,           0.0030486,           0.0041756,            0.002377,            0.002377,            0.002377
                 387,            0.018515,           0.0080086,            0.012266,             0.98585,              0.9567,               0.995,              0.8867,           0.0072694,           0.0029874,           0.0041579,           0.0023572,           0.0023572,           0.0023572
                 388,            0.017631,           0.0079508,            0.015701,             0.98585,              0.9567,               0.995,              0.8867,           0.0072694,           0.0029874,           0.0041579,           0.0023374,           0.0023374,           0.0023374
                 389,            0.014997,            0.006371,            0.012949,             0.98091,             0.95584,               0.995,             0.85884,           0.0075484,           0.0030204,           0.0046883,           0.0023176,           0.0023176,           0.0023176
                 390,            0.017435,           0.0079509,             0.01035,             0.98091,             0.95584,               0.995,             0.85884,           0.0075484,           0.0030204,           0.0046883,           0.0022978,           0.0022978,           0.0022978
                 391,            0.022532,           0.0087452,            0.010765,             0.97726,             0.95566,               0.995,             0.92257,           0.0070121,           0.0030562,           0.0048885,            0.002278,            0.002278,            0.002278
                 392,            0.015462,           0.0061355,           0.0063916,             0.97726,             0.95566,               0.995,             0.92257,           0.0070121,           0.0030562,           0.0048885,           0.0022582,           0.0022582,           0.0022582
                 393,            0.017564,             0.00828,            0.013068,             0.99275,             0.95516,               0.995,             0.92174,           0.0065557,           0.0029998,           0.0048964,           0.0022384,           0.0022384,           0.0022384
                 394,            0.018304,           0.0079894,           0.0083053,             0.99275,             0.95516,               0.995,             0.92174,           0.0065557,           0.0029998,           0.0048964,           0.0022186,           0.0022186,           0.0022186
                 395,             0.01331,           0.0063318,           0.0060907,             0.95448,             0.95361,               0.995,             0.86237,           0.0071443,            0.003102,           0.0050613,           0.0021988,           0.0021988,           0.0021988
                 396,            0.017803,           0.0089595,           0.0098231,             0.95448,             0.95361,               0.995,             0.86237,           0.0071443,            0.003102,           0.0050613,            0.002179,            0.002179,            0.002179
                 397,            0.015524,           0.0068158,           0.0083795,             0.95292,             0.95265,               0.995,             0.89809,           0.0072516,           0.0030214,           0.0052071,           0.0021592,           0.0021592,           0.0021592
                 398,            0.019236,           0.0059134,            0.017211,             0.95292,             0.95265,               0.995,             0.89809,           0.0072516,           0.0030214,           0.0052071,           0.0021394,           0.0021394,           0.0021394
                 399,            0.016184,           0.0059115,           0.0072994,             0.95366,             0.95298,               0.995,             0.90239,           0.0068168,           0.0029255,           0.0050969,           0.0021196,           0.0021196,           0.0021196
                 400,            0.017295,           0.0089024,            0.016393,             0.95366,             0.95298,               0.995,             0.90239,           0.0068168,           0.0029255,           0.0050969,           0.0020998,           0.0020998,           0.0020998
                 401,             0.02754,             0.00657,             0.01466,             0.97153,             0.95545,               0.995,             0.91003,           0.0060825,           0.0028608,            0.004533,             0.00208,             0.00208,             0.00208
                 402,            0.014054,           0.0070363,            0.022326,             0.97153,             0.95545,               0.995,             0.91003,           0.0060825,           0.0028608,            0.004533,           0.0020602,           0.0020602,           0.0020602
                 403,            0.018772,           0.0066396,            0.020901,             0.97664,             0.95497,               0.995,             0.87945,           0.0076761,           0.0030014,           0.0042667,           0.0020404,           0.0020404,           0.0020404
                 404,            0.015024,           0.0072903,            0.013324,             0.97664,             0.95497,               0.995,             0.87945,           0.0076761,           0.0030014,           0.0042667,           0.0020206,           0.0020206,           0.0020206
                 405,              0.0175,           0.0069183,            0.013277,             0.98582,              0.9566,               0.995,             0.90677,           0.0065833,           0.0029234,           0.0037699,           0.0020008,           0.0020008,           0.0020008
                 406,            0.018512,           0.0080746,            0.013231,             0.98582,              0.9566,               0.995,             0.90677,           0.0065833,           0.0029234,           0.0037699,            0.001981,            0.001981,            0.001981
                 407,            0.012091,           0.0052757,            0.007369,             0.98805,              0.9574,               0.995,             0.86992,           0.0069997,           0.0029976,           0.0035205,           0.0019612,           0.0019612,           0.0019612
                 408,             0.01788,             0.00751,           0.0085524,             0.98805,              0.9574,               0.995,             0.86992,           0.0069997,           0.0029976,           0.0035205,           0.0019414,           0.0019414,           0.0019414
                 409,            0.019927,           0.0078622,            0.020006,             0.99028,             0.96256,               0.995,              0.9109,            0.007038,           0.0031317,           0.0032783,           0.0019216,           0.0019216,           0.0019216
                 410,            0.019654,           0.0067797,            0.011073,             0.99028,             0.96256,               0.995,              0.9109,            0.007038,           0.0031317,           0.0032783,           0.0019018,           0.0019018,           0.0019018
                 411,            0.017812,           0.0084311,            0.015282,             0.97222,             0.99154,               0.995,             0.89087,           0.0071542,           0.0032294,           0.0031658,            0.001882,            0.001882,            0.001882
                 412,            0.016192,           0.0074582,           0.0091594,             0.97222,             0.99154,               0.995,             0.89087,           0.0071542,           0.0032294,           0.0031658,           0.0018622,           0.0018622,           0.0018622
                 413,            0.016662,           0.0061971,           0.0081048,             0.97906,             0.99342,               0.995,             0.91763,           0.0064108,            0.003184,           0.0031081,           0.0018424,           0.0018424,           0.0018424
                 414,            0.014663,           0.0068268,            0.013009,             0.97906,             0.99342,               0.995,             0.91763,           0.0064108,            0.003184,           0.0031081,           0.0018226,           0.0018226,           0.0018226
                 415,            0.016702,           0.0085698,            0.010053,             0.98414,              0.9958,               0.995,             0.89496,           0.0073132,           0.0033281,           0.0030738,           0.0018028,           0.0018028,           0.0018028
                 416,            0.017658,           0.0073631,           0.0081629,             0.98414,              0.9958,               0.995,             0.89496,           0.0073132,           0.0033281,           0.0030738,            0.001783,            0.001783,            0.001783
                 417,            0.018408,           0.0067805,             0.01531,             0.98366,             0.99511,               0.995,             0.90161,            0.006904,           0.0032583,           0.0030512,           0.0017632,           0.0017632,           0.0017632
                 418,            0.020561,           0.0080747,            0.012481,             0.98366,             0.99511,               0.995,             0.90161,            0.006904,           0.0032583,           0.0030512,           0.0017434,           0.0017434,           0.0017434
                 419,            0.016575,           0.0068691,            0.010158,              0.9828,             0.99436,               0.995,              0.9124,           0.0065152,           0.0032574,           0.0030229,           0.0017236,           0.0017236,           0.0017236
                 420,            0.017324,           0.0071288,            0.012387,              0.9828,             0.99436,               0.995,              0.9124,           0.0065152,           0.0032574,           0.0030229,           0.0017038,           0.0017038,           0.0017038
                 421,            0.015039,           0.0078421,            0.010852,             0.98075,             0.99289,               0.995,             0.89171,           0.0074184,           0.0034205,           0.0030414,            0.001684,            0.001684,            0.001684
                 422,            0.013589,           0.0060025,           0.0080657,             0.98075,             0.99289,               0.995,             0.89171,           0.0074184,           0.0034205,           0.0030414,           0.0016642,           0.0016642,           0.0016642
                 423,            0.017029,           0.0077316,            0.010768,              0.9751,             0.99024,               0.995,             0.92574,           0.0060483,           0.0032314,           0.0030805,           0.0016444,           0.0016444,           0.0016444
                 424,            0.013294,           0.0055685,           0.0080318,              0.9751,             0.99024,               0.995,             0.92574,           0.0060483,           0.0032314,           0.0030805,           0.0016246,           0.0016246,           0.0016246
                 425,            0.018103,           0.0078693,           0.0086389,             0.98976,             0.96936,               0.995,             0.92986,            0.006291,           0.0031526,           0.0031089,           0.0016048,           0.0016048,           0.0016048
                 426,            0.014895,           0.0060314,             0.01165,             0.98976,             0.96936,               0.995,             0.92986,            0.006291,           0.0031526,           0.0031089,            0.001585,            0.001585,            0.001585
                 427,            0.018786,           0.0060086,             0.01456,             0.97797,             0.98129,               0.995,              0.8925,            0.006768,            0.003149,           0.0030565,           0.0015652,           0.0015652,           0.0015652
                 428,            0.017932,           0.0084685,           0.0087725,             0.97797,             0.98129,               0.995,              0.8925,            0.006768,            0.003149,           0.0030565,           0.0015454,           0.0015454,           0.0015454
                 429,            0.024701,            0.010718,            0.019513,             0.97408,             0.99164,               0.995,             0.92518,           0.0062228,           0.0030419,           0.0030013,           0.0015256,           0.0015256,           0.0015256
                 430,            0.016361,           0.0064325,            0.011406,             0.97408,             0.99164,               0.995,             0.92518,           0.0062228,           0.0030419,           0.0030013,           0.0015058,           0.0015058,           0.0015058
                 431,            0.017171,           0.0063871,           0.0091194,             0.97186,             0.99143,               0.995,             0.91153,           0.0058771,           0.0030082,           0.0029703,            0.001486,            0.001486,            0.001486
                 432,            0.015678,           0.0091961,            0.018064,             0.97186,             0.99143,               0.995,             0.91153,           0.0058771,           0.0030082,           0.0029703,           0.0014662,           0.0014662,           0.0014662
                 433,            0.019554,           0.0068242,            0.009545,             0.97114,             0.99193,               0.995,             0.89427,           0.0065142,           0.0030923,           0.0029091,           0.0014464,           0.0014464,           0.0014464
                 434,            0.015379,           0.0064807,           0.0087717,             0.97114,             0.99193,               0.995,             0.89427,           0.0065142,           0.0030923,           0.0029091,           0.0014266,           0.0014266,           0.0014266
                 435,            0.014192,           0.0069476,            0.011708,             0.97481,             0.98301,               0.995,             0.93503,           0.0066804,            0.003086,           0.0029316,           0.0014068,           0.0014068,           0.0014068
                 436,            0.017385,           0.0079049,            0.010363,             0.97481,             0.98301,               0.995,             0.93503,           0.0066804,            0.003086,           0.0029316,            0.001387,            0.001387,            0.001387
                 437,             0.01627,           0.0081213,            0.014216,             0.99121,             0.96462,               0.995,             0.93229,           0.0058083,           0.0029917,           0.0029573,           0.0013672,           0.0013672,           0.0013672
                 438,            0.014822,           0.0080006,            0.015353,             0.99121,             0.96462,               0.995,             0.93229,           0.0058083,           0.0029917,           0.0029573,           0.0013474,           0.0013474,           0.0013474
                 439,             0.01554,            0.008666,            0.013461,             0.99107,             0.96314,               0.995,             0.94156,           0.0056627,           0.0030315,           0.0029741,           0.0013276,           0.0013276,           0.0013276
                 440,            0.013538,           0.0074041,           0.0077103,             0.99107,             0.96314,               0.995,             0.94156,           0.0056627,           0.0030315,           0.0029741,           0.0013078,           0.0013078,           0.0013078
                 441,            0.013737,           0.0058163,           0.0069304,             0.99122,             0.96266,               0.995,              0.9312,           0.0063409,           0.0030713,           0.0029817,            0.001288,            0.001288,            0.001288
                 442,            0.019959,           0.0081515,           0.0092178,             0.99122,             0.96266,               0.995,              0.9312,           0.0063409,           0.0030713,           0.0029817,           0.0012682,           0.0012682,           0.0012682
                 443,            0.020588,           0.0073654,            0.010886,             0.99135,             0.96241,               0.995,             0.92897,           0.0061374,           0.0031131,           0.0029541,           0.0012484,           0.0012484,           0.0012484
                 444,            0.015083,           0.0060062,           0.0064028,             0.99135,             0.96241,               0.995,             0.92897,           0.0061374,           0.0031131,           0.0029541,           0.0012286,           0.0012286,           0.0012286
                 445,            0.012503,           0.0062153,            0.014174,             0.96953,             0.99268,               0.995,             0.91829,           0.0058501,           0.0030528,           0.0028353,           0.0012088,           0.0012088,           0.0012088
                 446,            0.014211,           0.0076155,           0.0098697,             0.96953,             0.99268,               0.995,             0.91829,           0.0058501,           0.0030528,           0.0028353,            0.001189,            0.001189,            0.001189
                 447,            0.020184,           0.0074175,            0.017722,              0.9807,             0.97474,               0.995,             0.93992,           0.0055894,           0.0030116,           0.0028901,           0.0011692,           0.0011692,           0.0011692
                 448,            0.017151,            0.010062,            0.010722,              0.9807,             0.97474,               0.995,             0.93992,           0.0055894,           0.0030116,           0.0028901,           0.0011494,           0.0011494,           0.0011494
                 449,            0.011389,           0.0050608,             0.00708,             0.97335,             0.98305,               0.995,             0.93473,           0.0055624,           0.0029612,           0.0028751,           0.0011296,           0.0011296,           0.0011296
                 450,             0.01401,           0.0085579,           0.0077023,             0.97335,             0.98305,               0.995,             0.93473,           0.0055624,           0.0029612,           0.0028751,           0.0011098,           0.0011098,           0.0011098
                 451,            0.014715,           0.0076237,           0.0083858,             0.96894,              0.9888,               0.995,             0.93252,           0.0055926,           0.0029677,           0.0028813,             0.00109,             0.00109,             0.00109
                 452,            0.014443,           0.0091401,           0.0087886,             0.96894,              0.9888,               0.995,             0.93252,           0.0055926,           0.0029677,           0.0028813,           0.0010702,           0.0010702,           0.0010702
                 453,            0.015082,           0.0073722,            0.011326,             0.97179,             0.99297,               0.995,             0.93209,           0.0054547,           0.0029031,           0.0028427,           0.0010504,           0.0010504,           0.0010504
                 454,            0.015318,           0.0072042,           0.0070597,             0.97179,             0.99297,               0.995,             0.93209,           0.0054547,           0.0029031,           0.0028427,           0.0010306,           0.0010306,           0.0010306
                 455,            0.018715,           0.0088867,            0.013439,             0.97614,             0.99376,               0.995,             0.92616,           0.0055921,           0.0029007,           0.0028152,           0.0010108,           0.0010108,           0.0010108
                 456,            0.013795,           0.0072043,           0.0075285,             0.97614,             0.99376,               0.995,             0.92616,           0.0055921,           0.0029007,           0.0028152,            0.000991,            0.000991,            0.000991
                 457,            0.013761,           0.0079395,           0.0075217,             0.97796,             0.99418,               0.995,             0.92917,           0.0052593,           0.0028163,           0.0028295,           0.0009712,           0.0009712,           0.0009712
                 458,            0.013828,           0.0053797,            0.012433,             0.97796,             0.99418,               0.995,             0.92917,           0.0052593,           0.0028163,           0.0028295,           0.0009514,           0.0009514,           0.0009514
                 459,            0.017352,           0.0072561,            0.015749,             0.98065,             0.99484,               0.995,             0.91606,           0.0052332,           0.0028142,           0.0028128,           0.0009316,           0.0009316,           0.0009316
                 460,            0.015689,           0.0073885,           0.0073608,             0.98065,             0.99484,               0.995,             0.91606,           0.0052332,           0.0028142,           0.0028128,           0.0009118,           0.0009118,           0.0009118
                 461,            0.012789,           0.0076443,            0.013854,             0.98285,              0.9955,               0.995,             0.91322,            0.005399,           0.0028131,           0.0028026,            0.000892,            0.000892,            0.000892
                 462,            0.018773,            0.006337,            0.014034,             0.98285,              0.9955,               0.995,             0.91322,            0.005399,           0.0028131,           0.0028026,           0.0008722,           0.0008722,           0.0008722
                 463,             0.01464,           0.0059939,            0.007937,             0.98564,             0.99623,               0.995,              0.9331,           0.0054373,           0.0027989,           0.0028107,           0.0008524,           0.0008524,           0.0008524
                 464,            0.014204,           0.0059479,           0.0073528,             0.98564,             0.99623,               0.995,              0.9331,           0.0054373,           0.0027989,           0.0028107,           0.0008326,           0.0008326,           0.0008326
                 465,            0.015494,           0.0084601,            0.012073,             0.98844,             0.99764,               0.995,             0.93466,            0.005212,           0.0027487,           0.0028079,           0.0008128,           0.0008128,           0.0008128
                 466,            0.015928,           0.0055872,           0.0079446,             0.98844,             0.99764,               0.995,             0.93466,            0.005212,           0.0027487,           0.0028079,            0.000793,            0.000793,            0.000793
                 467,            0.014329,           0.0060387,            0.013253,             0.98845,             0.99837,               0.995,             0.91133,           0.0054053,           0.0027498,           0.0028019,           0.0007732,           0.0007732,           0.0007732
                 468,            0.013441,           0.0071223,           0.0098107,             0.98845,             0.99837,               0.995,             0.91133,           0.0054053,           0.0027498,           0.0028019,           0.0007534,           0.0007534,           0.0007534
                 469,            0.015303,           0.0075001,            0.014744,             0.98992,             0.99902,               0.995,             0.93474,           0.0051684,           0.0026844,           0.0028141,           0.0007336,           0.0007336,           0.0007336
                 470,            0.015388,           0.0068106,           0.0088655,             0.98992,             0.99902,               0.995,             0.93474,           0.0051684,           0.0026844,           0.0028141,           0.0007138,           0.0007138,           0.0007138
                 471,            0.014257,           0.0082015,           0.0095949,             0.99098,                   1,               0.995,             0.92646,           0.0051117,           0.0026791,           0.0027913,            0.000694,            0.000694,            0.000694
                 472,            0.017749,           0.0073071,            0.012263,             0.99098,                   1,               0.995,             0.92646,           0.0051117,           0.0026791,           0.0027913,           0.0006742,           0.0006742,           0.0006742
                 473,            0.013302,           0.0073404,            0.016518,              0.9912,                   1,               0.995,             0.95183,           0.0050534,           0.0026688,            0.002759,           0.0006544,           0.0006544,           0.0006544
                 474,            0.015547,           0.0075773,           0.0077072,              0.9912,                   1,               0.995,             0.95183,           0.0050534,           0.0026688,            0.002759,           0.0006346,           0.0006346,           0.0006346
                 475,            0.017992,           0.0068901,           0.0086996,             0.99212,                   1,               0.995,               0.913,            0.005503,           0.0027363,           0.0027451,           0.0006148,           0.0006148,           0.0006148
                 476,             0.01162,           0.0071113,            0.012463,             0.99212,                   1,               0.995,               0.913,            0.005503,           0.0027363,           0.0027451,            0.000595,            0.000595,            0.000595
                 477,            0.015897,           0.0070221,           0.0098488,             0.99255,                   1,               0.995,             0.91783,           0.0054012,           0.0027144,            0.002761,           0.0005752,           0.0005752,           0.0005752
